speaker,item,start,label,duration,tp,f0
PL03,bywalec,480.9083378,V1,0.0616,480.9391574,206.4128
PL03,cumowac,483.449977,V1,0.04,483.469977,223.8902
PL04,popa,10.20791144,V1,0.0922,10.25401221,323.4457
PL04,mimo,13.81181371,V1,0.1182,13.87089536,287.4444
PL04,babo,17.68282022,V1,0.1672,17.76639861,268.9649
PL04,kumaty,21.569977,V1,0.06,21.599977,215.7134
PL04,babochlop,25.1886744,V1,0.0813,25.2293257,208.5833
PL04,zywotnie,28.679955,V1,0.06,28.7099775,223.5316
PL04,bywa,32.50305192,V1,0.1669,32.58651446,298.469
PL04,rzepaku,35.96562833,V1,0.0752,36.00323685,207.7681
PL04,papaja,39.61382097,V1,0.0789,39.65324926,208.2227
PL04,nowo,43.419955,V1,0.1779,43.50890674,276.0094
PL04,nowotw€r,46.999955,V1,0.0833,47.04161741,215.7285
PL04,sumo,50.69487168,V1,0.1177,50.75371081,290.1672
PL04,cumowac,54.28826587,V1,0.0449,54.31070966,228.9381
PL04,rzepa,58.21043129,V1,0.1031,58.26199136,292.7718
PL04,mimoza,61.789977,V1,0.13,61.854966,227.3261
PL04,papa,65.78685525,V1,0.1395,65.85661298,299.1716
PL04,popada,69.22617583,V1,0.0837,69.26803047,218.2701
PL04,bywalec,72.809977,V1,0.11,72.864966,214.6309
PL04,kuma,76.67411427,V1,0.1058,76.72703463,321.4316
PL04,zimami,80.35490973,V1,0.0607,80.38523918,210.8044
PL04,niebo,84.269977,V1,0.06,84.299977,291.0387
PL04,nieborak,88.079955,V1,0.05,88.104966,229.2517
PL04,zima,92.05937012,V1,0.1201,92.11942243,317.9168
PL04,zywo,95.38,V1,0.1395,95.44976009,301.1111
PL04,popa,101.5218554,V1,0.1092,101.5764485,306.371
PL04,mimo,104.599955,V1,0.1238,104.6618795,274.7941
PL04,babo,108.0383727,V1,0.1626,108.1196557,265.5638
PL04,kumaty,111.680294,V1,0.0497,111.7051355,230.4943
PL04,babochlop,115.349977,V1,0.1,115.399977,207.6053
PL04,zywotnie,119.1863537,V1,0.0643,119.2185029,218.8673
PL04,bywa,122.8816548,V1,0.182,122.9726432,306.8646
PL04,rzepaku,126.390332,V1,0.0934,126.4370393,208.2311
PL04,papaja,130.1086835,V1,0.0679,130.1426525,216.0579
PL04,nowo,133.819955,V1,0.17,133.904966,275.4742
PL04,nowotw€r,137.6183827,V1,0.1016,137.6691688,209.0125
PL04,sumo,141.8375713,V1,0.1124,141.8937741,298.9908
PL04,cumowac,145.7825816,V1,0.0474,145.8062793,239.138
PL04,rzepa,149.6984757,V1,0.1153,149.7561017,278.8459
PL04,mimoza,153.344242,V1,0.0971,153.3927691,217.7322
PL04,papa,157.5377484,V1,0.0837,157.579603,273.9537
PL04,popada,161.3735727,V1,0.0664,161.4067639,222.9331
PL04,bywalec,165.1382305,V1,0.0917,165.1841037,227.6051
PL04,kuma,168.909977,V1,0.1431,168.9815469,296.2593
PL04,zimami,172.519955,V1,0.07,172.554966,217.1665
PL04,niebo,176.239955,V1,0.0584,176.2691491,274.7323
PL04,nieborak,179.889977,V1,0.06,179.919977,228.679
PL04,zima,183.749977,V1,0.1088,183.8043837,279.4284
PL04,zywo,186.9988669,V1,0.1359,187.0668049,280.7925
PL04,popa,190.5789161,V1,0.0704,190.6140983,224.922
PL04,mimo,193.1421363,V1,0.0752,193.1797448,220.2512
PL04,babo,195.899955,V1,0.13,195.964966,210.7293
PL04,kumaty,198.7251228,V1,0.0364,198.7433205,214.9794
PL04,babochlop,202.2845481,V1,0.0654,202.3172625,203.3895
PL04,zywotnie,205.5423028,V1,0.0677,205.5761399,201.9234
PL04,bywa,208.5758251,V1,0.1007,208.626172,222.5653
PL04,rzepaku,211.3936072,V1,0.0764,211.4318223,203.101
PL04,papaja,214.5628,V1,0.0558,214.5907031,223.904
PL04,nowo,217.769977,V1,0.11,217.824966,223.978
PL04,nowotw€r,220.66,V1,0.0679,220.6939533,205.1739
PL04,sumo,224.2679209,V1,0.0921,224.3139605,233.8629
PL04,cumowac,227.0828657,V1,0.0388,227.1022766,219.4802
PL04,rzepa,230.3673104,V1,0.0958,230.415231,228.3612
PL04,mimoza,233.58,V1,0.08,233.62,212.2714
PL04,papa,236.6790061,V1,0.0837,236.7208607,230.9714
PL04,popada,239.6664276,V1,0.0497,239.6912978,215.4596
PL04,bywalec,243.1239459,V1,0.0704,243.159128,191.1342
PL04,kuma,246.3273131,V1,0.0627,246.358645,235.1398
PL04,zimami,249.669977,V1,0.04,249.689977,202.3728
PL04,niebo,252.889977,V1,0.05,252.914966,224.76
PL04,nieborak,255.78,V1,0.05,255.8049885,197.5133
PL04,zima,258.949977,V1,0.0612,258.9805674,223.552
PL04,zywo,261.7753546,V1,0.0983,261.8244884,212.8814
PL04,popa,264.9117916,V1,0.0682,264.9458958,228.6338
PL04,mimo,267.8761628,V1,0.0764,267.9143779,232.271
PL04,babo,270.8284022,V1,0.0971,270.8769293,211.2879
PL04,kumaty,273.9454283,V1,0.0346,273.9627141,215.5244
PL04,babochlop,277.289977,V1,0.07,277.324966,202.966
PL04,zywotnie,280.409977,V1,0.06,280.439977,208.5958
PL04,bywa,283.4275299,V1,0.0971,283.476057,222.859
PL04,rzepaku,286.4050406,V1,0.0704,286.4402227,207.8935
PL04,papaja,289.3704195,V1,0.0522,289.3965028,210.9935
PL04,nowo,292.439955,V1,0.09,292.484966,224.41
PL04,nowotw€r,295.389977,V1,0.05,295.414966,210.2574
PL04,sumo,298.7619436,V1,0.0873,298.805618,230.5395
PL04,cumowac,301.829977,V1,0.03,301.844966,234.7291
PL04,rzepa,304.92,V1,0.0881,304.9640638,226.7958
PL04,mimoza,307.9769407,V1,0.0764,308.0151558,213.2907
PL04,papa,311.1946606,V1,0.0886,311.2389416,229.096
PL04,popada,314.1978534,V1,0.0485,314.222117,209.1081
PL04,bywalec,317.2952632,V1,0.0789,317.3346915,201.4476
PL04,kuma,320.6709017,V1,0.0534,320.6975917,228.4378
PL04,zimami,323.649977,V1,0.053,323.6764912,211.0079
PL04,niebo,326.979955,V1,0.05,327.004966,229.3547
PL04,nieborak,330.18,V1,0.04,330.2,204.3078
PL04,zima,333.259955,V1,0.0635,333.2916822,225.7923
PL04,zywo,336.249977,V1,0.13,336.314966,206.1806
PL04,popa,339.3611322,V1,0.0437,339.3829694,241.2164
PL04,mimo,341.429977,V1,0.06,341.459977,242.2458
PL04,babo,343.34,V1,0.05,343.3649885,234.2805
PL04,kumaty,345.6180294,V1,0.0267,345.6313744,211.7772
PL04,babochlop,347.62,V1,0.05,347.6449885,204.9166
PL04,zywotnie,349.7886909,V1,0.051,349.8141676,200.7663
PL04,bywa,352.209977,V1,0.03,352.224966,241.0392
PL04,rzepaku,354.4759607,V1,0.0364,354.4941584,201.9861
PL04,papaja,356.8606382,V1,0.0352,356.8782293,213.8024
PL04,nowo,359.209977,V1,0.04,359.229977,233.0241
PL04,nowotw€r,361.3499546,V1,0.02,361.3599658,204.153
PL04,sumo,363.6804292,V1,0.0267,363.6937742,245.4278
PL04,cumowac,365.6060958,V1,0.0239,365.6180364,227.7566
PL04,rzepa,367.8246014,V1,0.0388,367.8440123,235.1172
PL04,mimoza,369.99458,V1,0.0454,370.01729,217.5374
PL04,papa,372.1653085,V1,0.0347,372.1826543,238.0107
PL04,popada,374.3286146,V1,0.0309,374.3440826,211.6856
PL04,bywalec,376.4167037,V1,0.0522,376.442787,210.9967
PL04,kuma,378.9103141,V1,0.0197,378.9201455,254.1243
PL04,zimami,381.119955,V1,0.03,381.134966,206.7278
PL04,niebo,383.399955,V1,0.03,383.414966,228.1236
PL04,nieborak,385.4513291,V1,0.0224,385.462551,222.334
PL04,zima,387.6237341,V1,0.0334,387.6404153,229.4372
PL04,zywo,389.78,V1,0.04,389.8,223.6372
PL04,popa,392.8399256,V1,0.0261,392.8529673,244.0972
PL04,mimo,394.6442744,V1,0.0297,394.6591358,240.6424
PL04,babo,396.5335456,V1,0.051,396.5590223,220.5609
PL04,kumaty,398.3245494,V1,0.0254,398.3372632,230.8196
PL04,babochlop,400.369977,V1,0.03,400.384966,202.6185
PL04,zywotnie,402.3025162,V1,0.0275,402.3162466,206.1944
PL04,bywa,404.2494134,V1,0.0406,404.2696952,227.3419
PL04,rzepaku,406.36,V1,0.0285,406.374228,208.0138
PL04,papaja,408.6263725,V1,0.0336,408.6431862,218.8607
PL04,nowo,410.669977,V1,0.03,410.684966,226.6582
PL04,nowotw€r,412.7644788,V1,0.0255,412.7772279,210.7769
PL04,sumo,415.2231937,V1,0.0368,415.2415969,245.7047
PL04,cumowac,417.2670018,V1,0.0231,417.278527,236.8995
PL04,rzepa,419.4272749,V1,0.0327,419.443615,223.1139
PL04,mimoza,421.4081411,V1,0.0319,421.4240705,210.3534
PL04,papa,423.7376526,V1,0.0423,423.7588038,226.2173
PL04,popada,426.0360846,V1,0.0261,426.0491263,225.9059
PL04,bywalec,428.319955,V1,0.03,428.334966,204.4858
PL04,kuma,430.8278072,V1,0.0222,430.8388921,241.6602
PL04,zimami,432.9407664,V1,0.0392,432.9603832,208.5097
PL04,niebo,435.059955,V1,0.03,435.074966,225.3388
PL04,nieborak,437.0268495,V1,0.0273,437.0404977,208.9626
PL04,zima,440.7319946,V1,0.0425,440.7532253,236.1953
PL04,zywo,442.689977,V1,0.04,442.709977,213.2915
PL05,nowo,11.539138,V1,0.1,11.589138,153.4651
PL05,zywo,15.449161,V1,0.12,15.509161,158.0976
PL05,zywotnie,18.46067127,V1,0.0498,18.48555183,118.2976
PL05,nowotw€r,21.85177967,V1,0.0674,21.88545884,114.2895
PL05,sumo,25.27217346,V1,0.067,25.30565573,147.4431
PL05,nieborak,28.25921854,V1,0.0599,28.28917827,115.1072
PL05,babo,31.889161,V1,0.11,31.9441495,132.7226
PL05,papa,35.13349176,V1,0.0837,35.17536393,147.2175
PL05,bywalec,38.779138,V1,0.05,38.804127,111.4666
PL05,mimoza,42.50800436,V1,0.0511,42.53357118,109.298
PL05,zima,45.709161,V1,0.06,45.739161,135.5516
PL05,rzepa,48.969161,V1,0.059,48.99866038,125.6623
PL05,cumowac,51.88027547,V1,0.0389,51.89970674,112.9887
PL05,kuma,55.329161,V1,0.0696,55.36396215,140.0965
PL05,bywa,58.309116,V1,0.1,58.3591385,127.6609
PL05,rzepaku,61.719138,V1,0.0596,61.74893915,112.0852
PL05,niebo,65.32533811,V1,0.1117,65.38116766,135.8568
PL05,popa,68.659138,V1,0.0642,68.69122126,133.78
PL05,babochlop,71.799138,V1,0.05,71.824127,112.5111
PL05,zimami,75.26093064,V1,0.0482,75.28502332,108.3957
PL05,mimo,78.619138,V1,0.08,78.659138,132.8194
PL05,kumaty,81.439138,V1,0.0445,81.46140783,111.949
PL05,papaja,84.799138,V1,0.0444,84.8213407,99.6256
PL05,popada,88.309116,V1,0.0576,88.33792684,98.1183
PL05,nowo,91.739138,V1,0.12,91.799138,149.1884
PL05,zywo,94.71222509,V1,0.0995,94.76198622,138.1016
PL05,zywotnie,97.64937295,V1,0.057,97.67789457,110.4683
PL05,nowotw€r,100.989116,V1,0.07,101.024127,115.0304
PL05,sumo,104.549116,V1,0.07,104.584127,141.3866
PL05,nieborak,107.6352865,V1,0.0639,107.6672122,113.9387
PL05,babo,110.569161,V1,0.12,110.629161,116.9135
PL05,papa,113.579138,V1,0.0817,113.6200076,128.6536
PL05,bywalec,116.579138,V1,0.06,116.609138,108.6434
PL05,mimoza,119.969116,V1,0.07,120.004127,108.8261
PL05,zima,122.639138,V1,0.07,122.674127,123.7436
PL05,rzepa,125.7785033,V1,0.0935,125.8252302,115.0606
PL05,cumowac,129.009161,V1,0.04,129.029161,126.1414
PL05,kuma,132.339138,V1,0.04,132.359138,132.7304
PL05,bywa,135.459138,V1,0.1,135.509138,127.0369
PL05,rzepaku,138.849161,V1,0.0496,138.8739621,112.5528
PL05,niebo,142.119138,V1,0.07,142.154127,123.9143
PL05,popa,145.3709306,V1,0.0765,145.4091617,129.7038
PL05,babochlop,148.489116,V1,0.06,148.5191385,107.7194
PL05,zimami,152.009116,V1,0.04,152.0291385,113.5998
PL05,mimo,155.309161,V1,0.08,155.349161,114.7762
PL05,kumaty,158.639138,V1,0.03,158.654127,111.2854
PL05,papaja,161.789116,V1,0.06,161.8191385,111.4408
PL05,popada,165.379138,V1,0.05,165.404127,108.0837
PL05,nowo,168.509161,V1,0.1,168.559161,156.795
PL05,zywo,171.089161,V1,0.09,171.1341495,149.1305
PL05,zywotnie,173.619138,V1,0.04,173.639138,115.395
PL05,nowotw€r,176.259138,V1,0.04,176.279138,113.5109
PL05,sumo,178.979138,V1,0.07,179.014127,141.9262
PL05,nieborak,181.4177965,V1,0.0583,181.4469249,116.1769
PL05,babo,184.269161,V1,0.11,184.3241495,115.7553
PL05,papa,186.639138,V1,0.0755,186.6768694,121.6841
PL05,bywalec,189.119138,V1,0.05,189.144127,108.3693
PL05,mimoza,191.989161,V1,0.03,192.0041495,110.9519
PL05,zima,194.749116,V1,0.04,194.7691385,126.6438
PL05,rzepa,197.319138,V1,0.0787,197.3584776,123.4891
PL05,cumowac,200.039138,V1,0.04,200.059138,115.3283
PL05,kuma,202.899138,V1,0.04,202.919138,127.4765
PL05,bywa,205.189161,V1,0.11,205.2441495,117.0571
PL05,rzepaku,207.759138,V1,0.0435,207.7808791,110.4821
PL05,niebo,210.909116,V1,0.07,210.944127,112.0959
PL05,popa,213.639138,V1,0.0753,213.6768023,123.477
PL05,babochlop,216.349116,V1,0.04,216.3691385,104.9076
PL05,zimami,219.079138,V1,0.04,219.099138,110.757
PL05,mimo,221.659138,V1,0.08,221.699138,121.7165
PL05,kumaty,224.329161,V1,0.03,224.3441495,113.2605
PL05,papaja,226.669116,V1,0.0588,226.6985079,107.7031
PL05,popada,229.499138,V1,0.05,229.524127,108.9613
PL05,nowo,232.729116,V1,0.08,232.7691385,123.4812
PL05,zywo,234.859138,V1,0.08,234.899138,120.7491
PL05,zywotnie,237.259138,V1,0.06,237.289138,104.9543
PL05,nowotw€r,239.7260018,V1,0.0632,239.7575814,104.0478
PL05,sumo,242.059138,V1,0.08,242.099138,123.0789
PL05,nieborak,244.7664485,V1,0.0727,244.8027933,105.597
PL05,babo,247.299138,V1,0.1,247.349138,109.8816
PL05,papa,249.959138,V1,0.0958,250.0070405,119.5813
PL05,bywalec,252.789161,V1,0.06,252.819161,106.0727
PL05,mimoza,255.849116,V1,0.05,255.874127,104.6035
PL05,zima,258.679138,V1,0.04,258.699138,121.3272
PL05,rzepa,261.319138,V1,0.0716,261.3549149,116.6645
PL05,cumowac,264.079138,V1,0.03,264.094127,105.5232
PL05,kuma,266.879138,V1,0.05,266.904127,121.0069
PL05,bywa,269.669116,V1,0.1,269.7191385,117.7192
PL05,rzepaku,272.369116,V1,0.09,272.414127,98.971
PL05,niebo,275.199138,V1,0.08,275.239138,113.0225
PL05,popa,278.429161,V1,0.078,278.468173,123.2906
PL05,babochlop,280.959138,V1,0.05,280.984127,108.2405
PL05,zimami,283.799138,V1,0.04,283.819138,108.5172
PL05,mimo,286.669161,V1,0.09,286.7141495,120.9345
PL05,kumaty,289.339138,V1,0.0509,289.3645985,--undefined--
PL05,papaja,291.959138,V1,0.0618,291.9900489,101.9604
PL05,popada,294.619138,V1,0.06,294.649138,99.5831
PL05,nowo,297.3649443,V1,0.0642,297.3970302,136.1041
PL05,zywo,299.829161,V1,0.06,299.859161,132.1432
PL05,zywotnie,302.219138,V1,0.06,302.249138,113.1205
PL05,nowotw€r,304.6222264,V1,0.0469,304.6456712,115.4703
PL05,sumo,306.929116,V1,0.07,306.964127,126.0296
PL05,nieborak,309.1551011,V1,0.054,309.1821085,111.4488
PL05,babo,311.639138,V1,0.07,311.674127,114.4453
PL05,papa,314.269116,V1,0.08,314.3091385,113.978
PL05,bywalec,316.889116,V1,0.05,316.914127,109.6987
PL05,mimoza,319.2674393,V1,0.0517,319.2932887,109.8891
PL05,zima,321.769161,V1,0.04,321.789161,115.7051
PL05,rzepa,324.179138,V1,0.0459,324.2020928,116.0697
PL05,cumowac,326.679138,V1,0.03,326.694127,--undefined--
PL05,kuma,329.009161,V1,0.04,329.029161,125.0306
PL05,bywa,331.259138,V1,0.07,331.294127,119.6123
PL05,rzepaku,333.569161,V1,0.0401,333.5892156,105.2247
PL05,niebo,335.9516459,V1,0.0675,335.985392,112.3966
PL05,popa,338.059138,V1,0.0617,338.0899818,114.746
PL05,babochlop,340.429116,V1,0.04,340.4491385,108.1072
PL05,zimami,343.009161,V1,0.04,343.029161,105.916
PL05,mimo,345.289161,V1,0.05,345.3141495,116.4976
PL05,kumaty,347.389116,V1,0.03,347.404127,110.4356
PL05,papaja,349.789161,V1,0.05,349.8141495,107.4121
PL05,popada,352.109116,V1,0.04,352.1291385,106.9642
PL05,nowo,355.199138,V1,0.06,355.229138,117.7391
PL05,zywo,357.189161,V1,0.07,357.2241495,118.131
PL05,zywotnie,359.169161,V1,0.03,359.1841495,106.286
PL05,nowotw€r,361.419138,V1,0.03,361.434127,108.2598
PL05,sumo,364.049161,V1,0.06,364.079161,121.1392
PL05,nieborak,366.209161,V1,0.04,366.229161,104.3971
PL05,babo,368.789161,V1,0.08,368.829161,104.0928
PL05,papa,371.189116,V1,0.08,371.2291385,106.191
PL05,bywalec,373.669161,V1,0.06,373.699161,105.0072
PL05,mimoza,376.2560243,V1,0.0531,376.2825701,109.7381
PL05,zima,378.3542742,V1,0.051,378.3797616,106.9495
PL05,rzepa,380.5843633,V1,0.057,380.6128849,112.0499
PL05,cumowac,382.699138,V1,0.04,382.719138,111.0604
PL05,kuma,385.149161,V1,0.03,385.1641495,121.3389
PL05,bywa,387.549116,V1,0.06,387.5791385,106.9662
PL05,rzepaku,389.8269474,V1,0.0498,389.851828,104.8281
PL05,niebo,392.5790618,V1,0.0601,392.6090999,104.6644
PL05,popa,395.0440728,V1,0.065,395.0765944,109.356
PL05,babochlop,397.299138,V1,0.04,397.319138,101.5803
PL05,zimami,399.939218,V1,0.0364,399.9574233,103.2151
PL05,mimo,402.7370797,V1,0.0521,402.7631204,111.1253
PL05,kumaty,404.839138,V1,0.03,404.854127,106.8507
PL05,papaja,406.959138,V1,0.06,406.989138,101.8907
PL05,popada,408.979138,V1,0.05,409.004127,100.7584
PL06,mimoza,1.667438,V1,0.06,1.697438,165.2529
PL06,popa,7.751931676,V1,0.0994,7.801612057,190.189
PL06,niebo,11.15432589,V1,0.1031,11.20587045,227.2547
PL06,sumo,14.617422,V1,0.09,14.66243,198.3261
PL06,zimami,17.87746,V1,0.05,17.902449,203.1201
PL06,zywotnie,21.257415,V1,0.07,21.2924265,210.8238
PL06,zima,25.00110347,V1,0.0757,25.03895519,237.9989
PL06,babochlop,28.367438,V1,0.1402,28.43753101,193.8742
PL06,mimo,32.107438,V1,0.1,32.157438,202.2976
PL06,nieborak,35.31187393,V1,0.0455,35.33464447,174.3632
PL06,papaja,39.017415,V1,0.067,39.05092481,170.4545
PL06,zywo,42.97957684,V1,0.136,43.04759165,241.3249
PL06,kuma,46.757415,V1,0.08,46.7974375,255.81
PL06,nowo,50.517415,V1,0.1447,50.58974522,215.2312
PL06,rzepaku,54.307438,V1,0.0675,54.34118505,180.9504
PL06,bywalec,58.167438,V1,0.1,58.217438,184.2764
PL06,rzepa,62.247438,V1,0.1208,62.3078539,210.2056
PL06,kumaty,65.827438,V1,0.05,65.8524265,201.4955
PL06,cumowac,69.59746,V1,0.05,69.622449,200.176
PL06,bywa,73.3351425,V1,0.123,73.39665154,226.0785
PL06,babo,76.85024022,V1,0.1384,76.9194379,224.2917
PL06,nowotw€r,80.23746,V1,0.07,80.272449,162.9395
PL06,papa,84.29746,V1,0.1181,84.3565187,212.2795
PL06,popada,87.897415,V1,0.0635,87.92915051,164.3048
PL06,mimoza,97.227438,V1,0.06,97.257438,178.8254
PL06,popa,100.707438,V1,0.117,100.7659165,230.6495
PL06,niebo,104.1234226,V1,0.084,104.1654303,225.0412
PL06,sumo,107.617415,V1,0.1,107.6674375,248.0432
PL06,zimami,111.007438,V1,0.06,111.037438,183.4298
PL06,zywotnie,114.587438,V1,0.08,114.627438,191.8526
PL06,zima,118.617415,V1,0.11,118.6724265,213.1483
PL06,babochlop,122.3477658,V1,0.0897,122.3926129,168.4097
PL06,mimo,126.357415,V1,0.1,126.4074375,231.8589
PL06,nieborak,129.9083028,V1,0.0591,129.9378704,178.3069
PL06,papaja,133.69746,V1,0.0691,133.7320127,154.0043
PL06,zywo,137.847438,V1,0.12,137.907438,234.7876
PL06,kuma,141.91746,V1,0.09,141.962449,262.6418
PL06,nowo,145.607438,V1,0.15,145.6824265,221.3742
PL06,rzepaku,149.237415,V1,0.0624,149.2686134,177.8399
PL06,bywalec,153.037415,V1,0.08,153.0774375,176.4396
PL06,rzepa,157.0896169,V1,0.1124,157.1458031,210.0474
PL06,kumaty,161.017415,V1,0.07,161.0524265,187.7373
PL06,cumowac,165.4289486,V1,0.0662,165.4620689,191.5963
PL06,bywa,169.467438,V1,0.15,169.5424265,213.0857
PL06,babo,172.907438,V1,0.15,172.9824265,198.508
PL06,nowotw€r,176.467438,V1,0.05,176.4924265,181.0341
PL06,papa,180.307438,V1,0.1167,180.3657877,212.7883
PL06,popada,183.71746,V1,0.0608,183.7478614,171.5516
PL06,mimoza,187.447438,V1,0.06,187.477438,177.3563
PL06,popa,190.587438,V1,0.0596,190.6172592,242.0058
PL06,niebo,193.467438,V1,0.06,193.497438,172.8227
PL06,sumo,196.4436625,V1,0.0938,196.4905613,251.0599
PL06,zimami,199.3192507,V1,0.0382,199.3383553,210.3981
PL06,zywotnie,202.527438,V1,0.04,202.547438,190.1368
PL06,zima,205.547438,V1,0.05,205.5724265,236.2103
PL06,babochlop,208.3627993,V1,0.0646,208.3951186,182.427
PL06,mimo,211.617415,V1,0.08,211.6574375,230.4831
PL06,nieborak,214.3746455,V1,0.0528,214.4010418,169.5175
PL06,papaja,217.4741309,V1,0.058,217.5031112,174.3571
PL06,zywo,220.787438,V1,0.07,220.8224265,227.8547
PL06,kuma,223.99746,V1,0.04,224.01746,238.9618
PL06,nowo,226.887438,V1,0.07,226.9224265,213.6584
PL06,rzepaku,229.55746,V1,0.0484,229.5816785,188.7818
PL06,bywalec,232.897415,V1,0.0706,232.9326991,188.2874
PL06,rzepa,235.997415,V1,0.07,236.0324306,204.9942
PL06,kumaty,238.9847542,V1,0.0509,239.0101859,197.4366
PL06,cumowac,242.03746,V1,0.0545,242.0647013,186.3707
PL06,bywa,245.1388624,V1,0.0786,245.1781387,203.6782
PL06,babo,248.2871089,V1,0.0946,248.3344236,210.3223
PL06,nowotw€r,251.347438,V1,0.06,251.377438,178.6755
PL06,papa,254.297415,V1,0.0861,254.3404421,204.2529
PL06,popada,257.187438,V1,0.0633,257.2190878,174.717
PL06,mimoza,260.647438,V1,0.05,260.6724265,186.9909
PL06,popa,263.927438,V1,0.0698,263.9623135,232.725
PL06,niebo,267.107438,V1,0.05,267.1324265,224.6441
PL06,sumo,270.107438,V1,0.07,270.1424265,238.5472
PL06,zimami,273.17746,V1,0.04,273.19746,177.18
PL06,zywotnie,276.4520227,V1,0.0591,276.4815944,169.903
PL06,zima,279.367438,V1,0.06,279.397438,209.5708
PL06,babochlop,282.567438,V1,0.06,282.597438,168.1235
PL06,mimo,285.797415,V1,0.08,285.8374375,213.5737
PL06,nieborak,289.147392,V1,0.03,289.1624035,170.956
PL06,papaja,292.587438,V1,0.0544,292.6146249,187.5114
PL06,zywo,295.9063259,V1,0.0811,295.9468819,197.4497
PL06,kuma,298.707438,V1,0.04,298.727438,223.5759
PL06,nowo,301.517415,V1,0.05,301.5424265,196.6479
PL06,rzepaku,304.247438,V1,0.0656,304.2802164,182.3806
PL06,bywalec,307.777415,V1,0.07,307.8124265,191.1684
PL06,rzepa,310.8396565,V1,0.0733,310.8763254,209.841
PL06,kumaty,313.587438,V1,0.0485,313.6116678,193.5691
PL06,cumowac,316.707438,V1,0.03,316.7224265,187.5802
PL06,bywa,319.9770112,V1,0.0704,320.0122246,219.1316
PL06,babo,322.797415,V1,0.1,322.8474375,168.6215
PL06,nowotw€r,325.687438,V1,0.05,325.7124265,193.2831
PL06,papa,328.777415,V1,0.0777,328.8162477,238.3028
PL06,popada,331.507438,V1,0.04,331.527438,168.4423
PL06,mimoza,334.247438,V1,0.0469,334.2708819,191.3172
PL06,popa,336.59746,V1,0.0638,336.6293784,213.2623
PL06,niebo,338.997415,V1,0.04,339.0174375,210.8359
PL06,sumo,341.5869717,V1,0.0304,341.6021933,239.9178
PL06,zimami,344.2380458,V1,0.0355,344.2557888,193.2536
PL06,zywotnie,347.0403028,V1,0.0473,347.0639601,189.4977
PL06,zima,349.8879366,V1,0.0343,349.9050881,213.3179
PL06,babochlop,352.6273133,V1,0.0501,352.6523866,186.3235
PL06,mimo,355.467438,V1,0.07,355.5024265,208.428
PL06,nieborak,358.1764742,V1,0.0409,358.1969446,180.993
PL06,papaja,360.797415,V1,0.0552,360.8250105,198.1924
PL06,zywo,363.69746,V1,0.05,363.722449,192.0699
PL06,kuma,366.337415,V1,0.0464,366.3606019,228.2431
PL06,nowo,368.83746,V1,0.07,368.872449,200.7185
PL06,rzepaku,371.0540222,V1,0.0532,371.0806367,187.8687
PL06,bywalec,373.847438,V1,0.04,373.867438,176.3001
PL06,rzepa,376.8000423,V1,0.0627,376.8313883,200.3762
PL06,kumaty,379.297415,V1,0.03,379.3124265,194.0472
PL06,cumowac,382.107438,V1,0.03,382.1224265,199.5392
PL06,bywa,384.697415,V1,0.08,384.7374375,207.3335
PL06,babo,387.2459371,V1,0.0715,387.2816985,200.3144
PL06,nowotw€r,389.7327081,V1,0.1147,389.7900731,188.4217
PL06,papa,392.2592282,V1,0.0639,392.2911655,212.5415
PL06,popada,394.577415,V1,0.0576,394.6061933,191.2952
PL06,mimoza,397.29746,V1,0.0431,397.3189899,190.5868
PL06,popa,399.55746,V1,0.0532,399.5840442,214.4029
PL06,niebo,401.7983224,V1,0.0591,401.8278912,205.2874
PL06,sumo,404.21746,V1,0.03,404.232449,214.8152
PL06,zimami,406.45746,V1,0.03,406.472449,200.7639
PL06,zywotnie,408.9963254,V1,0.0379,409.0152512,189.2211
PL06,zima,411.647438,V1,0.06,411.677438,210.304
PL06,babochlop,414.427438,V1,0.03,414.4424265,178.4622
PL06,mimo,417.197415,V1,0.06,417.2274375,208.2149
PL06,nieborak,419.947438,V1,0.03,419.9624265,181.9581
PL06,papaja,422.607438,V1,0.0591,422.6369907,184.6507
PL06,zywo,425.5862166,V1,0.0412,425.6068273,200.6865
PL06,kuma,428.2712355,V1,0.0414,428.2919357,207.9078
PL06,nowo,431.427438,V1,0.05,431.4524265,192.2231
PL06,rzepaku,434.31746,V1,0.0537,434.3443128,187.1885
PL06,bywalec,437.1914852,V1,0.052,437.2175082,188.0471
PL06,rzepa,440.087438,V1,0.0454,440.110162,193.8863
PL06,kumaty,442.787438,V1,0.03,442.8024265,192.9297
PL06,cumowac,445.407438,V1,0.03,445.4224265,200.9503
PL06,bywa,447.9546059,V1,0.0528,447.981022,192.2145
PL06,babo,450.417415,V1,0.0819,450.4583449,193.6835
PL06,nowotw€r,453.07746,V1,0.04,453.09746,183.9728
PL06,papa,455.8532056,V1,0.0793,455.8928316,201.6486
PL06,popada,458.677415,V1,0.0529,458.703882,191.6367
PL07,nowo,1.39805,V1,0.1,1.44805,195.2937
PL07,zywotnie,4.35805,V1,0.06,4.38805,253.8531
PL07,bywalec,8.008027,V1,0.08,8.04805,266.761
PL07,zima,11.028027,V1,0.05,11.0530385,222.0522
PL07,babo,13.688027,V1,0.109,13.74251765,193.955
PL07,papa,17.86349591,V1,0.1031,17.91506865,192.9249
