speaker,item,start,label,duration,tp,f1,f2,f3
PL05,zimami,219.079138,V1,0.0400,1,239.82,2372.04,3435.78
PL05,zimami,219.079138,V1,0.0400,2,176.11,2198.52,3350.46
PL05,zimami,219.079138,V1,0.0400,3,260.79,2156.04,3259.59
PL05,zimami,219.079138,V1,0.0400,4,276.69,2205.58,3088.65
PL05,zimami,219.079138,V1,0.0400,5,277.50,2080.68,3001.39
PL05,zimami,219.079138,V1,0.0400,6,276.90,1928.00,2926.95
PL05,zimami,219.079138,V1,0.0400,7,288.75,1875.22,2802.53
PL05,zimami,219.079138,V1,0.0400,8,296.24,1850.79,2699.03
PL05,zimami,219.079138,V1,0.0400,9,300.97,1838.70,2607.17
PL05,zimami,219.079138,V1,0.0400,10,302.01,1785.17,2514.23
PL05,mimo,221.659138,V1,0.0800,0,277.53,1931.09,2583.76
PL05,mimo,221.659138,V1,0.0800,1,287.99,1919.36,2620.90
PL05,mimo,221.659138,V1,0.0800,2,294.26,1883.94,2656.82
PL05,mimo,221.659138,V1,0.0800,3,297.51,1926.54,2674.16
PL05,mimo,221.659138,V1,0.0800,4,293.73,2050.14,2709.00
PL05,mimo,221.659138,V1,0.0800,5,287.14,2092.12,2700.80
PL05,mimo,221.659138,V1,0.0800,6,286.06,2092.39,2668.22
PL05,mimo,221.659138,V1,0.0800,7,289.39,2116.66,2688.60
PL05,mimo,221.659138,V1,0.0800,8,290.76,2043.16,2529.59
PL05,mimo,221.659138,V1,0.0800,9,297.29,1899.98,2454.11
PL05,mimo,221.659138,V1,0.0800,10,304.48,1754.91,2376.14
PL05,mimoza,255.849116,V1,0.0500,0,257.68,1776.48,2471.21
PL05,mimoza,255.849116,V1,0.0500,1,258.00,1805.16,2477.52
PL05,mimoza,255.849116,V1,0.0500,2,259.09,1829.01,2491.79
PL05,mimoza,255.849116,V1,0.0500,3,255.29,1859.61,2580.77
PL05,mimoza,255.849116,V1,0.0500,4,252.81,1896.33,2615.10
PL05,mimoza,255.849116,V1,0.0500,5,249.45,1934.39,2625.53
PL05,mimoza,255.849116,V1,0.0500,6,243.80,1940.99,2628.02
PL05,mimoza,255.849116,V1,0.0500,7,236.69,1896.36,2629.90
PL05,mimoza,255.849116,V1,0.0500,8,240.47,1890.82,2604.07
PL05,mimoza,255.849116,V1,0.0500,9,241.53,1885.93,2450.72
PL05,mimoza,255.849116,V1,0.0500,10,235.20,1896.14,2384.25
PL05,zima,258.679138,V1,0.0400,0,272.29,2424.15,2927.88
PL05,zima,258.679138,V1,0.0400,1,272.63,2285.09,2948.63
PL05,zima,258.679138,V1,0.0400,2,277.63,2185.95,2908.40
PL05,zima,258.679138,V1,0.0400,3,281.86,2116.41,2862.38
PL05,zima,258.679138,V1,0.0400,4,283.36,2097.39,2819.78
PL05,zima,258.679138,V1,0.0400,5,282.65,2096.22,2761.14
PL05,zima,258.679138,V1,0.0400,6,282.06,2092.29,2695.95
PL05,zima,258.679138,V1,0.0400,7,284.63,2056.21,2624.36
PL05,zima,258.679138,V1,0.0400,8,284.91,1997.81,2616.02
PL05,zima,258.679138,V1,0.0400,9,284.20,1929.37,2645.47
PL05,zima,258.679138,V1,0.0400,10,286.95,1889.79,2702.54
PL05,zimami,283.799138,V1,0.0400,0,1374.76,2784.84,3699.95
PL05,zimami,283.799138,V1,0.0400,1,163.13,2432.92,3362.15
PL05,zimami,283.799138,V1,0.0400,2,221.78,2412.95,3092.43
PL05,zimami,283.799138,V1,0.0400,3,254.68,2309.93,2860.08
PL05,zimami,283.799138,V1,0.0400,4,271.96,2166.26,2663.56
PL05,zimami,283.799138,V1,0.0400,5,275.14,2091.46,2641.88
PL05,zimami,283.799138,V1,0.0400,6,279.68,2058.20,2621.13
PL05,zimami,283.799138,V1,0.0400,7,285.50,2063.89,2601.25
PL05,zimami,283.799138,V1,0.0400,8,285.14,1987.46,2612.32
PL05,zimami,283.799138,V1,0.0400,9,283.98,1920.50,2578.76
PL05,zimami,283.799138,V1,0.0400,10,282.04,1874.54,2473.29
PL05,mimo,286.669161,V1,0.0900,0,257.92,2136.74,2730.63
PL05,mimo,286.669161,V1,0.0900,1,274.73,2131.13,2705.84
PL05,mimo,286.669161,V1,0.0900,2,264.84,2399.06,2666.15
PL05,mimo,286.669161,V1,0.0900,3,265.05,2685.62,2700.55
PL05,mimo,286.669161,V1,0.0900,4,268.16,2610.68,3104.69
PL05,mimo,286.669161,V1,0.0900,5,270.15,2542.55,2974.30
PL05,mimo,286.669161,V1,0.0900,6,271.58,2501.47,2896.50
PL05,mimo,286.669161,V1,0.0900,7,265.10,2486.73,2763.91
PL05,mimo,286.669161,V1,0.0900,8,263.91,2288.34,2687.42
PL05,mimo,286.669161,V1,0.0900,9,269.87,2125.63,2522.83
PL05,mimo,286.669161,V1,0.0900,10,272.20,1877.62,2407.59
PL05,mimoza,319.2674393255805,V1,0.0517,0,251.89,2071.92,3150.12
PL05,mimoza,319.2674393255805,V1,0.0517,1,271.40,1952.60,2364.72
PL05,mimoza,319.2674393255805,V1,0.0517,2,267.52,1832.94,2613.51
PL05,mimoza,319.2674393255805,V1,0.0517,3,272.57,1814.16,2652.56
PL05,mimoza,319.2674393255805,V1,0.0517,4,273.44,1882.28,2604.89
PL05,mimoza,319.2674393255805,V1,0.0517,5,275.23,1920.20,2591.63
PL05,mimoza,319.2674393255805,V1,0.0517,6,278.31,1953.72,2609.15
PL05,mimoza,319.2674393255805,V1,0.0517,7,280.41,1999.44,2632.55
PL05,mimoza,319.2674393255805,V1,0.0517,8,277.70,2020.31,2639.63
PL05,mimoza,319.2674393255805,V1,0.0517,9,277.38,1945.23,2509.79
PL05,mimoza,319.2674393255805,V1,0.0517,10,278.65,1897.04,2470.16
PL05,zima,321.769161,V1,0.0400,0,294.66,2281.50,2801.92
PL05,zima,321.769161,V1,0.0400,1,297.26,2230.78,2734.83
PL05,zima,321.769161,V1,0.0400,2,297.50,2277.18,2632.01
PL05,zima,321.769161,V1,0.0400,3,297.02,2180.46,2662.68
PL05,zima,321.769161,V1,0.0400,4,297.64,2103.99,2668.67
PL05,zima,321.769161,V1,0.0400,5,300.01,2067.60,2628.47
PL05,zima,321.769161,V1,0.0400,6,298.74,1994.99,2501.09
PL05,zima,321.769161,V1,0.0400,7,295.82,1912.57,2386.72
PL05,zima,321.769161,V1,0.0400,8,290.41,1823.12,2353.67
PL05,zima,321.769161,V1,0.0400,9,286.79,1773.41,2352.04
PL05,zima,321.769161,V1,0.0400,10,283.01,1749.97,2362.07
PL05,zimami,343.009161,V1,0.0400,0,168.94,2210.04,3370.00
PL05,zimami,343.009161,V1,0.0400,1,219.61,2219.74,3271.35
PL05,zimami,343.009161,V1,0.0400,2,249.82,2181.00,3178.73
PL05,zimami,343.009161,V1,0.0400,3,265.31,2109.66,3087.53
PL05,zimami,343.009161,V1,0.0400,4,274.31,2122.47,2867.00
PL05,zimami,343.009161,V1,0.0400,5,271.11,2087.23,2753.66
PL05,zimami,343.009161,V1,0.0400,6,253.55,1995.40,2766.58
PL05,zimami,343.009161,V1,0.0400,7,257.90,1939.38,2742.13
PL05,zimami,343.009161,V1,0.0400,8,259.72,1887.91,2682.18
PL05,zimami,343.009161,V1,0.0400,9,251.47,1837.28,2560.07
PL05,zimami,343.009161,V1,0.0400,10,241.79,1803.00,2440.03
PL05,mimo,345.289161,V1,0.0500,0,280.00,2018.61,2665.46
PL05,mimo,345.289161,V1,0.0500,1,280.51,1986.23,2626.55
PL05,mimo,345.289161,V1,0.0500,2,281.84,2009.28,2617.68
PL05,mimo,345.289161,V1,0.0500,3,284.18,2055.11,2583.80
PL05,mimo,345.289161,V1,0.0500,4,287.65,2063.66,2497.39
PL05,mimo,345.289161,V1,0.0500,5,290.37,2039.11,2461.17
PL05,mimo,345.289161,V1,0.0500,6,291.91,1967.58,2487.80
PL05,mimo,345.289161,V1,0.0500,7,293.10,1919.83,2501.78
PL05,mimo,345.289161,V1,0.0500,8,294.98,1876.98,2478.18
PL05,mimo,345.289161,V1,0.0500,9,298.41,1799.66,2416.80
PL05,mimo,345.289161,V1,0.0500,10,303.12,1652.72,2380.88
PL05,mimoza,376.2560242552826,V1,0.0531,0,234.17,2052.52,3209.29
PL05,mimoza,376.2560242552826,V1,0.0531,1,239.21,1998.77,2560.84
PL05,mimoza,376.2560242552826,V1,0.0531,2,242.60,1936.29,2391.44
PL05,mimoza,376.2560242552826,V1,0.0531,3,248.13,1858.06,2412.73
PL05,mimoza,376.2560242552826,V1,0.0531,4,263.28,1786.18,2532.16
PL05,mimoza,376.2560242552826,V1,0.0531,5,270.59,1796.61,2558.50
PL05,mimoza,376.2560242552826,V1,0.0531,6,268.61,1836.96,2622.60
PL05,mimoza,376.2560242552826,V1,0.0531,7,271.22,1847.02,2625.16
PL05,mimoza,376.2560242552826,V1,0.0531,8,277.07,1828.79,2565.74
PL05,mimoza,376.2560242552826,V1,0.0531,9,279.13,1792.96,2501.40
PL05,mimoza,376.2560242552826,V1,0.0531,10,273.64,1736.34,2484.26
PL05,zima,378.3542741725079,V1,0.0510,0,2170.34,3528.30,3998.09
PL05,zima,378.3542741725079,V1,0.0510,1,1775.93,2867.91,3779.49
PL05,zima,378.3542741725079,V1,0.0510,2,270.07,2078.71,2949.22
PL05,zima,378.3542741725079,V1,0.0510,3,211.83,1991.81,2892.74
PL05,zima,378.3542741725079,V1,0.0510,4,249.09,1955.99,2806.84
PL05,zima,378.3542741725079,V1,0.0510,5,263.67,1934.82,2665.46
PL05,zima,378.3542741725079,V1,0.0510,6,260.16,1920.10,2528.12
PL05,zima,378.3542741725079,V1,0.0510,7,258.89,1874.42,2463.40
PL05,zima,378.3542741725079,V1,0.0510,8,258.00,1803.00,2390.71
PL05,zima,378.3542741725079,V1,0.0510,9,232.77,1711.49,2364.94
PL05,zima,378.3542741725079,V1,0.0510,10,219.37,1632.46,2355.49
PL05,zimami,399.93921804438867,V1,0.0364,0,2148.41,3146.74,3948.37
PL05,zimami,399.93921804438867,V1,0.0364,1,1193.21,2571.82,3602.20
PL05,zimami,399.93921804438867,V1,0.0364,2,213.77,1977.53,3239.67
PL05,zimami,399.93921804438867,V1,0.0364,3,228.45,1909.36,3294.99
PL05,zimami,399.93921804438867,V1,0.0364,4,205.24,1811.60,3276.80
PL05,zimami,399.93921804438867,V1,0.0364,5,125.27,1669.53,3148.54
PL05,zimami,399.93921804438867,V1,0.0364,6,147.71,1615.27,3277.92
PL05,zimami,399.93921804438867,V1,0.0364,7,217.47,1601.59,3526.38
PL05,zimami,399.93921804438867,V1,0.0364,8,237.10,1807.58,3557.31
PL05,zimami,399.93921804438867,V1,0.0364,9,249.84,1986.21,3587.91
PL05,zimami,399.93921804438867,V1,0.0364,10,247.07,2061.02,3639.45
PL05,mimo,402.7370797005835,V1,0.0521,0,263.37,2081.69,2409.11
PL05,mimo,402.7370797005835,V1,0.0521,1,263.46,2024.24,2569.48
PL05,mimo,402.7370797005835,V1,0.0521,2,262.49,2042.15,2717.13
PL05,mimo,402.7370797005835,V1,0.0521,3,268.87,1984.11,2758.75
PL05,mimo,402.7370797005835,V1,0.0521,4,267.18,1943.41,2767.91
PL05,mimo,402.7370797005835,V1,0.0521,5,269.86,1864.88,2792.31
PL05,mimo,402.7370797005835,V1,0.0521,6,273.87,1822.70,2795.20
PL05,mimo,402.7370797005835,V1,0.0521,7,276.12,1821.96,2748.29
PL05,mimo,402.7370797005835,V1,0.0521,8,276.91,1876.30,2660.84
PL05,mimo,402.7370797005835,V1,0.0521,9,280.19,2005.51,2579.06
PL05,mimo,402.7370797005835,V1,0.0521,10,284.62,2015.09,2497.53
PL06,mimoza,1.667438,V1,0.0600,0,380.34,2112.78,3456.53
PL06,mimoza,1.667438,V1,0.0600,1,376.51,2903.44,3852.84
PL06,mimoza,1.667438,V1,0.0600,2,373.85,2817.45,3808.71
PL06,mimoza,1.667438,V1,0.0600,3,370.01,2780.24,3823.34
PL06,mimoza,1.667438,V1,0.0600,4,362.13,2810.28,3815.64
PL06,mimoza,1.667438,V1,0.0600,5,360.78,2792.31,3772.02
PL06,mimoza,1.667438,V1,0.0600,6,364.48,2710.26,3752.10
PL06,mimoza,1.667438,V1,0.0600,7,366.98,2641.19,3811.21
PL06,mimoza,1.667438,V1,0.0600,8,365.15,2507.30,3604.22
PL06,mimoza,1.667438,V1,0.0600,9,360.44,2221.39,2401.78
PL06,mimoza,1.667438,V1,0.0600,10,354.37,2469.90,2677.03
PL06,zimami,17.87746,V1,0.0500,0,1948.44,3163.59,4033.63
PL06,zimami,17.87746,V1,0.0500,1,1216.20,3068.57,3980.26
PL06,zimami,17.87746,V1,0.0500,2,543.68,2899.99,3942.98
PL06,zimami,17.87746,V1,0.0500,3,327.56,2796.47,3685.69
PL06,zimami,17.87746,V1,0.0500,4,351.47,2760.29,3363.47
PL06,zimami,17.87746,V1,0.0500,5,376.98,2743.27,3170.85
PL06,zimami,17.87746,V1,0.0500,6,389.35,2596.36,3270.10
PL06,zimami,17.87746,V1,0.0500,7,414.32,2489.22,3638.59
PL06,zimami,17.87746,V1,0.0500,8,434.51,2401.48,3775.20
PL06,zimami,17.87746,V1,0.0500,9,459.56,2331.16,3776.95
PL06,zimami,17.87746,V1,0.0500,10,487.52,2247.27,3788.13
PL06,zima,25.001103469461377,V1,0.0757,0,352.25,2807.83,3965.25
PL06,zima,25.001103469461377,V1,0.0757,1,405.36,3037.07,3568.18
PL06,zima,25.001103469461377,V1,0.0757,2,426.76,2970.17,3087.87
PL06,zima,25.001103469461377,V1,0.0757,3,446.25,2756.30,3570.61
PL06,zima,25.001103469461377,V1,0.0757,4,455.90,2601.94,4048.02
PL06,zima,25.001103469461377,V1,0.0757,5,473.87,2478.41,3899.11
PL06,zima,25.001103469461377,V1,0.0757,6,448.52,2253.61,3986.36
PL06,zima,25.001103469461377,V1,0.0757,7,434.09,1757.81,3749.18
PL06,zima,25.001103469461377,V1,0.0757,8,454.78,1517.20,3690.23
PL06,zima,25.001103469461377,V1,0.0757,9,396.69,1305.55,3776.46
PL06,zima,25.001103469461377,V1,0.0757,10,472.99,1424.50,3725.94
PL06,mimo,32.107438,V1,0.1000,0,356.04,1776.97,3048.77
PL06,mimo,32.107438,V1,0.1000,1,389.93,3000.88,3726.67
PL06,mimo,32.107438,V1,0.1000,2,400.22,3011.77,3711.95
PL06,mimo,32.107438,V1,0.1000,3,414.21,2986.97,3694.08
PL06,mimo,32.107438,V1,0.1000,4,392.34,2987.01,3671.71
PL06,mimo,32.107438,V1,0.1000,5,375.05,2979.48,3626.54
PL06,mimo,32.107438,V1,0.1000,6,402.02,2961.97,3596.12
PL06,mimo,32.107438,V1,0.1000,7,398.43,2950.56,3561.21
PL06,mimo,32.107438,V1,0.1000,8,390.35,2819.94,3490.50
PL06,mimo,32.107438,V1,0.1000,9,381.48,2527.60,2847.20
PL06,mimo,32.107438,V1,0.1000,10,381.69,1039.98,2431.11
PL06,mimoza,97.227438,V1,0.0600,0,408.81,2875.58,3945.26
PL06,mimoza,97.227438,V1,0.0600,1,399.93,2983.16,3880.17
PL06,mimoza,97.227438,V1,0.0600,2,393.01,3035.16,3892.92
PL06,mimoza,97.227438,V1,0.0600,3,396.93,3008.55,3885.04
PL06,mimoza,97.227438,V1,0.0600,4,397.91,2973.60,3798.82
PL06,mimoza,97.227438,V1,0.0600,5,392.91,2961.46,3784.85
PL06,mimoza,97.227438,V1,0.0600,6,388.05,2843.31,3840.15
PL06,mimoza,97.227438,V1,0.0600,7,387.00,2675.26,3860.84
PL06,mimoza,97.227438,V1,0.0600,8,394.75,2575.51,3863.30
PL06,mimoza,97.227438,V1,0.0600,9,415.49,2504.85,3924.17
PL06,mimoza,97.227438,V1,0.0600,10,436.37,2468.55,3980.17
PL06,zimami,111.007438,V1,0.0600,0,2855.95,3787.40,--undefined--
PL06,zimami,111.007438,V1,0.0600,1,597.82,2954.93,3779.35
PL06,zimami,111.007438,V1,0.0600,2,313.75,2856.77,3599.68
PL06,zimami,111.007438,V1,0.0600,3,326.94,2688.85,3367.39
PL06,zimami,111.007438,V1,0.0600,4,333.12,2665.15,3270.00
PL06,zimami,111.007438,V1,0.0600,5,337.00,2574.68,3276.46
PL06,zimami,111.007438,V1,0.0600,6,341.50,2447.42,3287.95
PL06,zimami,111.007438,V1,0.0600,7,353.56,2340.00,3132.45
PL06,zimami,111.007438,V1,0.0600,8,367.13,2322.65,3554.19
PL06,zimami,111.007438,V1,0.0600,9,378.11,2398.66,3837.90
PL06,zimami,111.007438,V1,0.0600,10,389.74,2222.13,3716.91
PL06,zima,118.617415,V1,0.1100,0,313.06,3117.17,3795.36
PL06,zima,118.617415,V1,0.1100,1,319.20,2619.92,3471.24
PL06,zima,118.617415,V1,0.1100,2,328.40,3187.35,3985.25
PL06,zima,118.617415,V1,0.1100,3,315.49,2888.30,3601.38
PL06,zima,118.617415,V1,0.1100,4,311.70,2614.84,3391.81
PL06,zima,118.617415,V1,0.1100,5,299.11,2648.47,3587.22
PL06,zima,118.617415,V1,0.1100,6,294.84,2628.17,3879.11
PL06,zima,118.617415,V1,0.1100,7,323.13,2736.79,3868.73
PL06,zima,118.617415,V1,0.1100,8,397.28,2788.65,3828.98
PL06,zima,118.617415,V1,0.1100,9,444.41,2630.64,3842.39
PL06,zima,118.617415,V1,0.1100,10,496.98,2333.07,3849.46
PL06,mimo,126.357415,V1,0.1000,0,270.41,1981.61,2892.04
PL06,mimo,126.357415,V1,0.1000,1,279.55,2868.42,3264.28
PL06,mimo,126.357415,V1,0.1000,2,312.08,2930.34,3727.51
PL06,mimo,126.357415,V1,0.1000,3,355.54,2906.67,3679.78
PL06,mimo,126.357415,V1,0.1000,4,382.76,2828.60,3626.98
PL06,mimo,126.357415,V1,0.1000,5,405.83,2877.53,3721.66
PL06,mimo,126.357415,V1,0.1000,6,399.14,2859.95,3725.74
PL06,mimo,126.357415,V1,0.1000,7,403.45,2859.13,3694.15
PL06,mimo,126.357415,V1,0.1000,8,403.99,2839.78,3494.71
PL06,mimo,126.357415,V1,0.1000,9,394.18,2703.14,3592.94
PL06,mimo,126.357415,V1,0.1000,10,394.54,2426.41,3928.18
PL06,mimoza,187.447438,V1,0.0600,0,476.57,2592.60,3871.14
PL06,mimoza,187.447438,V1,0.0600,1,460.80,2762.33,3911.96
PL06,mimoza,187.447438,V1,0.0600,2,473.15,2744.37,3865.27
PL06,mimoza,187.447438,V1,0.0600,3,452.21,2722.79,3680.62
PL06,mimoza,187.447438,V1,0.0600,4,423.24,2712.59,3490.13
PL06,mimoza,187.447438,V1,0.0600,5,408.07,2622.33,3244.04
PL06,mimoza,187.447438,V1,0.0600,6,401.67,2279.65,2573.86
PL06,mimoza,187.447438,V1,0.0600,7,403.41,1877.45,2439.57
PL06,mimoza,187.447438,V1,0.0600,8,410.89,1903.33,2102.76
PL06,mimoza,187.447438,V1,0.0600,9,388.66,1432.35,2581.12
PL06,mimoza,187.447438,V1,0.0600,10,363.85,1237.43,2673.33
PL06,zimami,199.31925066524215,V1,0.0382,0,282.52,2988.93,3365.24
PL06,zimami,199.31925066524215,V1,0.0382,1,319.57,2871.89,3280.13
PL06,zimami,199.31925066524215,V1,0.0382,2,344.95,2705.69,3312.14
PL06,zimami,199.31925066524215,V1,0.0382,3,355.21,2651.90,3567.97
PL06,zimami,199.31925066524215,V1,0.0382,4,364.46,2603.35,3629.02
PL06,zimami,199.31925066524215,V1,0.0382,5,372.31,2562.04,3420.71
PL06,zimami,199.31925066524215,V1,0.0382,6,376.03,2521.46,3499.68
PL06,zimami,199.31925066524215,V1,0.0382,7,379.13,2476.80,3654.05
PL06,zimami,199.31925066524215,V1,0.0382,8,385.21,2407.52,3786.64
PL06,zimami,199.31925066524215,V1,0.0382,9,417.44,2338.99,3863.16
PL06,zimami,199.31925066524215,V1,0.0382,10,474.53,2271.18,3886.34
PL06,zima,205.547438,V1,0.0500,0,315.27,2665.52,3457.25
PL06,zima,205.547438,V1,0.0500,1,329.82,2685.51,3405.99
PL06,zima,205.547438,V1,0.0500,2,351.45,2830.40,3073.21
PL06,zima,205.547438,V1,0.0500,3,380.33,2841.55,3431.22
PL06,zima,205.547438,V1,0.0500,4,406.28,2784.48,3631.56
PL06,zima,205.547438,V1,0.0500,5,424.62,2701.56,3527.64
PL06,zima,205.547438,V1,0.0500,6,433.17,2622.87,3139.09
PL06,zima,205.547438,V1,0.0500,7,434.08,2543.09,2655.79
PL06,zima,205.547438,V1,0.0500,8,437.97,2446.94,3575.49
PL06,zima,205.547438,V1,0.0500,9,439.85,2375.48,4019.37
PL06,zima,205.547438,V1,0.0500,10,441.11,2354.37,4036.92
PL06,mimo,211.617415,V1,0.0800,0,338.03,1995.20,2981.00
PL06,mimo,211.617415,V1,0.0800,1,370.57,2750.65,3419.61
PL06,mimo,211.617415,V1,0.0800,2,385.05,2907.59,3535.76
PL06,mimo,211.617415,V1,0.0800,3,382.17,2888.00,3595.23
PL06,mimo,211.617415,V1,0.0800,4,384.34,2873.71,3644.10
PL06,mimo,211.617415,V1,0.0800,5,395.32,2866.97,3596.51
PL06,mimo,211.617415,V1,0.0800,6,402.68,2860.98,3530.02
PL06,mimo,211.617415,V1,0.0800,7,401.72,2859.42,3391.64
PL06,mimo,211.617415,V1,0.0800,8,398.05,2777.50,3125.14
PL06,mimo,211.617415,V1,0.0800,9,396.82,2551.78,2622.22
PL06,mimo,211.617415,V1,0.0800,10,394.19,2077.09,2708.94
PL06,mimoza,260.647438,V1,0.0500,0,424.16,2151.06,3782.89
PL06,mimoza,260.647438,V1,0.0500,1,424.83,2566.94,3754.00
PL06,mimoza,260.647438,V1,0.0500,2,495.65,2736.42,3974.19
PL06,mimoza,260.647438,V1,0.0500,3,501.80,2802.53,4050.48
PL06,mimoza,260.647438,V1,0.0500,4,497.46,2843.46,4033.33
PL06,mimoza,260.647438,V1,0.0500,5,490.16,2840.87,4006.68
PL06,mimoza,260.647438,V1,0.0500,6,480.84,2779.39,4044.79
PL06,mimoza,260.647438,V1,0.0500,7,469.82,2691.61,4175.79
PL06,mimoza,260.647438,V1,0.0500,8,480.78,2603.16,4217.20
PL06,mimoza,260.647438,V1,0.0500,9,487.78,2525.79,4272.93
PL06,mimoza,260.647438,V1,0.0500,10,462.12,2514.50,4366.56
PL06,zimami,273.17746,V1,0.0400,0,318.19,2689.09,3366.99
PL06,zimami,273.17746,V1,0.0400,1,337.69,2754.22,3203.31
PL06,zimami,273.17746,V1,0.0400,2,353.87,2843.99,3526.11
PL06,zimami,273.17746,V1,0.0400,3,367.98,2929.57,4080.06
PL06,zimami,273.17746,V1,0.0400,4,380.16,2768.25,3944.10
PL06,zimami,273.17746,V1,0.0400,5,391.30,2630.78,3837.45
PL06,zimami,273.17746,V1,0.0400,6,401.44,2516.48,3759.26
PL06,zimami,273.17746,V1,0.0400,7,412.67,2421.82,3798.06
PL06,zimami,273.17746,V1,0.0400,8,418.40,2358.34,3900.15
PL06,zimami,273.17746,V1,0.0400,9,415.13,2343.36,4093.49
PL06,zimami,273.17746,V1,0.0400,10,422.82,2475.56,4205.80
PL06,zima,279.367438,V1,0.0600,0,345.89,2723.86,3785.28
PL06,zima,279.367438,V1,0.0600,1,367.36,2643.79,3509.34
PL06,zima,279.367438,V1,0.0600,2,385.11,2573.74,3363.17
PL06,zima,279.367438,V1,0.0600,3,400.82,2648.09,3301.31
PL06,zima,279.367438,V1,0.0600,4,411.59,2694.27,3364.09
PL06,zima,279.367438,V1,0.0600,5,415.06,2661.37,3150.66
PL06,zima,279.367438,V1,0.0600,6,414.05,2608.26,3293.49
PL06,zima,279.367438,V1,0.0600,7,410.19,2525.51,3658.13
PL06,zima,279.367438,V1,0.0600,8,402.86,2440.49,3612.15
PL06,zima,279.367438,V1,0.0600,9,402.91,2356.02,3706.67
PL06,zima,279.367438,V1,0.0600,10,429.76,2342.44,3872.85
PL06,mimo,285.797415,V1,0.0800,0,456.13,2122.41,3525.22
PL06,mimo,285.797415,V1,0.0800,1,366.55,2078.80,2840.50
PL06,mimo,285.797415,V1,0.0800,2,372.51,1766.68,2828.03
PL06,mimo,285.797415,V1,0.0800,3,430.70,2840.55,3727.72
PL06,mimo,285.797415,V1,0.0800,4,421.65,2831.73,3665.10
PL06,mimo,285.797415,V1,0.0800,5,369.90,2844.57,3579.53
PL06,mimo,285.797415,V1,0.0800,6,337.32,2874.02,3557.30
PL06,mimo,285.797415,V1,0.0800,7,347.29,2920.51,3576.15
PL06,mimo,285.797415,V1,0.0800,8,367.35,2804.63,3559.26
PL06,mimo,285.797415,V1,0.0800,9,372.31,2664.05,3341.74
PL06,mimo,285.797415,V1,0.0800,10,378.91,2560.21,3715.11
PL06,mimoza,334.247438,V1,0.0469,0,553.28,2438.51,3882.90
PL06,mimoza,334.247438,V1,0.0469,1,535.61,2505.46,3900.48
PL06,mimoza,334.247438,V1,0.0469,2,518.34,2521.00,3884.78
PL06,mimoza,334.247438,V1,0.0469,3,508.80,2529.64,3888.36
PL06,mimoza,334.247438,V1,0.0469,4,508.92,2536.80,3916.02
PL06,mimoza,334.247438,V1,0.0469,5,518.48,2539.20,3964.74
PL06,mimoza,334.247438,V1,0.0469,6,526.26,2488.27,3985.48
PL06,mimoza,334.247438,V1,0.0469,7,526.30,2368.22,3983.52
PL06,mimoza,334.247438,V1,0.0469,8,529.56,2258.91,3970.31
PL06,mimoza,334.247438,V1,0.0469,9,535.65,2178.85,3955.77
PL06,mimoza,334.247438,V1,0.0469,10,499.18,1974.61,3980.33
PL06,zimami,344.23804579291414,V1,0.0355,0,2221.40,3216.27,4039.76
PL06,zimami,344.23804579291414,V1,0.0355,1,1494.72,2813.10,4017.33
PL06,zimami,344.23804579291414,V1,0.0355,2,389.97,2145.60,3975.06
PL06,zimami,344.23804579291414,V1,0.0355,3,327.82,2294.79,4056.08
PL06,zimami,344.23804579291414,V1,0.0355,4,361.00,2511.85,4138.24
PL06,zimami,344.23804579291414,V1,0.0355,5,411.70,2706.34,4168.31
PL06,zimami,344.23804579291414,V1,0.0355,6,460.05,2748.09,4147.51
PL06,zimami,344.23804579291414,V1,0.0355,7,504.84,2557.24,4049.24
PL06,zimami,344.23804579291414,V1,0.0355,8,539.51,2431.71,3994.90
PL06,zimami,344.23804579291414,V1,0.0355,9,568.36,2343.71,3965.80
PL06,zimami,344.23804579291414,V1,0.0355,10,618.57,2334.52,3940.10
PL06,zima,349.88793656962275,V1,0.0343,0,2290.90,3143.01,4124.26
PL06,zima,349.88793656962275,V1,0.0343,1,1581.53,2854.78,3856.47
PL06,zima,349.88793656962275,V1,0.0343,2,469.06,2338.85,3334.38
PL06,zima,349.88793656962275,V1,0.0343,3,276.50,2479.31,3077.90
PL06,zima,349.88793656962275,V1,0.0343,4,292.38,2768.50,2881.59
PL06,zima,349.88793656962275,V1,0.0343,5,317.60,2868.65,3689.70
PL06,zima,349.88793656962275,V1,0.0343,6,339.84,2934.31,4334.06
PL06,zima,349.88793656962275,V1,0.0343,7,347.37,2839.28,4153.38
PL06,zima,349.88793656962275,V1,0.0343,8,344.69,2714.28,3972.93
PL06,zima,349.88793656962275,V1,0.0343,9,323.01,2533.44,3792.91
PL06,zima,349.88793656962275,V1,0.0343,10,297.93,2368.48,3678.96
PL06,mimo,355.467438,V1,0.0700,0,324.84,2200.10,3768.00
PL06,mimo,355.467438,V1,0.0700,1,325.79,2639.56,3530.01
PL06,mimo,355.467438,V1,0.0700,2,422.15,2945.15,3614.50
PL06,mimo,355.467438,V1,0.0700,3,409.00,3001.00,3719.52
PL06,mimo,355.467438,V1,0.0700,4,374.53,2989.97,3784.51
PL06,mimo,355.467438,V1,0.0700,5,369.32,2951.25,3785.34
PL06,mimo,355.467438,V1,0.0700,6,359.49,2897.00,3784.48
